TABLE_NAME                               TABLESPACE_NAME                        
ENCNTR_REIMBURSEMENT                     D_A_M002                               
ENCNTR_SLICE                             D_A_M002                               
ENCNTR_SLICE8895DRR                      D_A_M002                               
ENCNTR_SLICE_ACT                         D_A_M002                               
ENCNTR_SLICE_ACT2506DRR                  D_A_M002                               
ENCNTR_SLICE_ACT_H2508DRR                D_A_M002                               
ENCNTR_SLICE_ACT_HIST                    D_A_M002                               
ENCNTR_SLICE_HIST                        D_A_M002                               
ENCNTR_SLICE_HIST2424DRR                 D_A_M002                               
ENCNTR_SLICE_REFERENCE                   D_R_M002                               
ENCNTR_SOCIAL_HEAL5085DRR                D_A_M009                               
ENCNTR_SOCIAL_HEAL5103DRR                D_A_M009                               
ENCNTR_SOCIAL_HEALTHCARE                 D_A_M009                               
ENCNTR_SOCIAL_HEALTH_HIST                D_A_M009                               
ENCNTR_SPAN_CODE                         D_A_M002                               
ENCNTR_SPAN_CODE4210DRR                  D_A_M002                               
ENCNTR_SPAN_CODE_H7298DRR                D_A_M011                               
ENCNTR_SPAN_CODE_HIST                    D_A_M011                               
ENCNTR_TYPE_PARAMS                       D_R_M002                               
ENCNTR_VALUE_CODE                        D_A_M002                               
ENCNTR_VALUE_CODE4211DRR                 D_A_M002                               
ENCNTR_VALUE_CODE_7301DRR                D_A_M011                               
ENCNTR_VALUE_CODE_HIST                   D_A_M011                               
ENCOUNTER                                D_A_M002                               
ENCOUNTER0077DRR                         D_A_M002                               
ENTITY_ACCESS                            D_R_M002                               
ENTITY_DETAIL                            D_A_M002                               
ENTITY_LOCK                              D_A_M002                               
ENTITY_LOCK_AUDIT                        D_A_M002                               
ENVOI_FSEB312DRR                         D_A_M007                               
EPA_ACTIVITY                             D_A_M009                               
EPA_ACTIVITY5058DRR                      D_A_M009                               
EPA_AUTH_DETAIL                          D_A_M009                               
EPA_AUTH_DETAIL5059DRR                   D_A_M009                               
EPA_ERROR_LOG                            D_A_M009                               
EPA_ERROR_LOG3934DRR                     D_A_M009                               
EPA_LONG_BLOB                            D_A_M009                               
EPA_LONG_TEXT                            D_A_M009                               
EPA_RECORD                               D_A_M009                               
EPA_RECORD5052DRR                        D_A_M009                               
EPISODE                                  D_A_M002                               
EPISODE0369DRR                           D_A_M002                               
EPISODE_ACTIVITY                         D_A_M006                               
EPISODE_ACTIVITY2832DRR                  D_A_M006                               
EPISODE_ACTIVITY_H2834DRR                D_A_M006                               
