"Original Value","Param Name","Param Value","Transaction Aliases"
379235841,ruleid_2117,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[9].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
31139709,personnel_id_11164,"${GetDynamicRoles_417_0.instanceJson.resource_lists[95].roles[0].resources[19].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
5663354,list_role_id_9421,"${GetDynamicRoles_417_0.instanceJson.resource_lists[13].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
5663355,list_role_id_9426,"${GetDynamicRoles_417_0.instanceJson.resource_lists[13].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
5473986,list_role_id_9941,"${GetDynamicRoles_417_0.instanceJson.resource_lists[39].roles[1].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id')"
"757 PC Orange Any",mnemonic_10904,"${GetDynamicRoles_417_0.instanceJson.resource_lists[86].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
2024-07-03T05:00:00Z,"begineffectivedatetime_4128","${RetrievePatientsByIds_247_0.instanceJson.patients[0].guarantorrelationships[0].begineffectivedatetime}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='begin_effective_dt_tm_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='begin_effective_dt_tm_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='begin_effective_dt_tm_value');(transName='AdmitEncounter_477_0', messageId=115551, aliases='begineffectivedatetime')"
37783456,personnel_id_9286,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[20].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
5473985,list_role_id_9935,"${GetDynamicRoles_417_0.instanceJson.resource_lists[39].roles[0].list_role_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='offset_role_id')"
"757 PC New",mnemonic_10739,"${GetDynamicRoles_417_0.instanceJson.resource_lists[79].roles[0].resources[19].slots[2].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
40184461,personnel_id_9248,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
Provider,field_label_text_6427,"${OrderFormatsByCriteria_279_0.instanceJson.order_formats[0].order_entry_fields[0].field_label_text}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='role_description')"
376033374,ruleid_2114,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[8].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
5663342,list_role_id_10556,"${GetDynamicRoles_417_0.instanceJson.resource_lists[70].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
5663343,list_role_id_10562,"${GetDynamicRoles_417_0.instanceJson.resource_lists[70].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
"687GC PC Any",mnemonic_10690,"${GetDynamicRoles_417_0.instanceJson.resource_lists[78].roles[0].resources[1].slots[0].mnemonic}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='slot_type_mnemonic')"
5663348,list_role_id_9776,"${GetDynamicRoles_417_0.instanceJson.resource_lists[33].roles[0].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='offset_role_id')"
5663349,list_role_id_9783,"${GetDynamicRoles_417_0.instanceJson.resource_lists[33].roles[1].list_role_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='role_id')"
15816408,personnel_id_9916,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[11].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
2021-04-07T05:00:00Z,"begineffectivedatetime_18269","${RetrievePatientsByIds_616_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].healthplanaddresses[0].begineffectivedatetime}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='begineffectivedatetime');(transName='AdmitEncounter_642_0', messageId=115551, aliases='begineffectivedatetime')"
15816405,personnel_id_9365,"${GetDynamicRoles_417_0.instanceJson.resource_lists[10].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1552582,slot_type_id_11039,"${GetDynamicRoles_417_0.instanceJson.resource_lists[90].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
33299504,personnel_id_9221,"${GetDynamicRoles_417_0.instanceJson.resource_lists[3].roles[0].resources[25].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
10529309,personnel_id_11176,"${GetDynamicRoles_417_0.instanceJson.resource_lists[96].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
2024-07-03,begineffectivedate_2464,"${RetrievePatientsByIds_171_0.instanceJson.patients[0].healthplanrelationships[0].healthplaninformation[0].begineffectivedate}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='begineffectivedate')"
"757GB GRC PC Any",mnemonic_11040,"${GetDynamicRoles_417_0.instanceJson.resource_lists[90].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
34932435,personnel_id_10238,"${GetDynamicRoles_417_0.instanceJson.resource_lists[56].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
964594059,ruleid_2083,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[0].notificationrules[2].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
10531612,personnel_id_10520,"${GetDynamicRoles_417_0.instanceJson.resource_lists[68].roles[0].resources[9].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
2020-04-09T05:00:00Z,"begineffectivedatetime_17421","${RetrievePatientsByIds_461_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].healthplanaddresses[1].begineffectivedatetime}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='begineffectivedatetime')"
2924659583,external_service_id_4062,"${GetExternalServicesByIds_222_0.instanceJson.external_services[0].external_service_id}","(transName='rca_call_external_service_224_0', messageId=115170, aliases='rca_rule_service_id');(transName='rca_call_external_service_524_0', messageId=115170, aliases='rca_rule_service_id')"
15816436,personnel_id_9927,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[17].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
PERSON,entitytype_4127,"${RetrievePatientsByIds_247_0.instanceJson.patients[0].guarantorrelationships[0].entitytype}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='entitytype');(transName='AdmitEncounter_621_0', messageId=115551, aliases='entitytype');(transName='AdmitEncounter_642_0', messageId=115551, aliases='entitytype')"
34591627,personnel_id_9313,"${GetDynamicRoles_417_0.instanceJson.resource_lists[6].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
15816431,personnel_id_9925,"${GetDynamicRoles_417_0.instanceJson.resource_lists[38].roles[0].resources[16].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
31498599,personnel_id_9640,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[15].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
10529312,personnel_id_10508,"${GetDynamicRoles_417_0.instanceJson.resource_lists[68].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
17441476,personnel_id_10362,"${GetDynamicRoles_417_0.instanceJson.resource_lists[61].roles[0].resources[4].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
3006799153,ruleid_2228,"${RetrieveNotificationRuleRelationshipsByTypes_167_0.instanceJson.results[1].notificationrules[46].ruleid}","(transName='GetRuleDetailsByIds_169_0', messageId=130123, aliases='ruleid')"
1552590,slot_type_id_11137,"${GetDynamicRoles_417_0.instanceJson.resource_lists[95].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
34932441,personnel_id_10392,"${GetDynamicRoles_417_0.instanceJson.resource_lists[63].roles[0].resources[0].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
"757 PC Blue Any",mnemonic_9606,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[0].slots[0].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
309221,countrycd_4125,"${RetrievePatientsByIds_247_0.instanceJson.patients[0].addresses[0].countrycd}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='countrycd');(transName='AdmitEncounter_621_0', messageId=115551, aliases='countrycd');(transName='AdmitEncounter_642_0', messageId=115551, aliases='countrycd')"
34932446,personnel_id_9534,"${GetDynamicRoles_417_0.instanceJson.resource_lists[20].roles[0].resources[2].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
34932443,personnel_id_9693,"${GetDynamicRoles_417_0.instanceJson.resource_lists[26].roles[0].resources[3].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
1552598,slot_type_id_10589,"${GetDynamicRoles_417_0.instanceJson.resource_lists[72].roles[0].resources[0].slots[0].slot_type_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_id')"
46077948,personnel_id_9698,"${GetDynamicRoles_417_0.instanceJson.resource_lists[26].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
4496809,personnel_id_9270,"${GetDynamicRoles_417_0.instanceJson.resource_lists[5].roles[0].resources[12].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
24861547,"healthplanfinancialclasscd_17756","${RetrievePatientsByIds_520_0.instanceJson.patients[0].healthplanrelationships[0].subscriberinformation[0].subscriberhealthplanreltnship[0].subscriberhealthplaninformation[0].healthplanfinancialclasscd}","(transName='AdmitEncounter_621_0', messageId=115551, aliases='financialclasscd');(transName='AdmitEncounter_642_0', messageId=115551, aliases='financialclasscd')"
111910243,double_value_8984,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[6].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
10529322,personnel_id_10532,"${GetDynamicRoles_417_0.instanceJson.resource_lists[68].roles[0].resources[17].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
42406984,personnel_id_10700,"${GetDynamicRoles_417_0.instanceJson.resource_lists[78].roles[0].resources[6].personnel_id}","(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='personnel_id')"
40184423,personnel_id_10312,"${GetDynamicRoles_417_0.instanceJson.resource_lists[59].roles[0].resources[7].personnel_id}","(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='personnel_id')"
"757 PC Any",mnemonic_9610,"${GetDynamicRoles_417_0.instanceJson.resource_lists[24].roles[0].resources[0].slots[2].mnemonic}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='slot_type_mnemonic')"
315282151,location_id_11424,"${Location_RetrieveByIds_451_0.instanceJson.locations[0].location_id}","(transName='AdmitEncounter_477_0', messageId=115551, aliases='locationid')"
3542949,double_value_8980,"${GetFlexPersonToken_300_0.instanceJson.person_tokens[0].tokens[4].double_value}","(transName='GetDynamicRoles_417_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_423_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_424_0', messageId=659961, aliases='token_value');(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_438_0', messageId=659955, aliases='value');(transName='GetDynamicRoles_588_0', messageId=659624, aliases='value');(transName='GetAppointmentAvailability_590_0', messageId=659961, aliases='token_value');(transName='GetFlexingAppointmentInstructions_596_0', messageId=659955, aliases='value');(transName='GetFlexingAppointmentInstructions_597_0', messageId=659955, aliases='value')"
15642473,personnel_id_9966,"${GetDynamicRoles_417_0.instanceJson.resource_lists[41].roles[0].resources[1].personnel_id}","(transName='GetAppointmentAvailability_425_0', messageId=659961, aliases='personnel_id')"
